category,mode,tokens,prompt_tokens,tokens_per_step_cap,accepted_tokens_per_step,verified_nodes_per_step,total_s,ttft_s,tps,speedup_vs_base,prefix_match_vs_base,peak_alloc_mb,peak_reserved_mb,model_context_window,context_utilization,fp16_kv_mb_est,ideal_turbo_vq_kv_mb_est,ideal_turbo_vq_transfer_reduction,packed_kv_qjl_sidecar_mb_est,packed_kv_qjl_sidecar_pct_of_fp16_kv,stat_adaptive_tree_balanced_choice_count,stat_adaptive_tree_balanced_steps,stat_adaptive_tree_primary_choice_count,stat_adaptive_tree_steps,stat_candidate_paths_considered,stat_decode_steps,stat_draft_head_type,stat_fallback_full_tree_steps,stat_full_tree_steps,stat_fused_lm_head_argmax_steps,stat_generated_tokens,stat_kv_cache_max_length,stat_kv_cache_required_len,stat_kv_cache_use_model_context,stat_medusa_choice_count,stat_medusa_choice_max_depth,stat_model_context_window,stat_packed_kv_qjl_auto_disable_events,stat_packed_kv_qjl_enabled,stat_packed_kv_qjl_fallback_steps,stat_packed_kv_qjl_gated_steps,stat_packed_kv_qjl_min_len,stat_packed_kv_qjl_steps,stat_planner_bypass_steps,stat_planner_full_tree_decisions,stat_planner_steps,stat_pruned_tree_steps,stat_selected_candidate_paths,stat_skip_gating_steps,stat_tree_policy,stat_turbo_auto_steps,stat_verified_tree_nodes,text
debugging,medusa_base,48,32,1.2,1.263157894736842,64.0,1.0470053660001213,1.0469837810001081,45.84503724500915,1.0,1.0,3944.08740234375,3962.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,63,0,1596,38,medusa,0,38,38,48,32768,240,0,63,4,131072,0,0,0,0,16384,0,0,0,0,0,1596,0,fixed,0,2432,"## Step 1: Understanding the Problem
The problem is that the function `my_function` is modifying the default list argument across calls, which is not allowed in Python. This is because the default argument is evaluated only once when the function"
debugging,turbo_fast_8,46,32,1.15,1.15,9.0,0.8710073240004021,0.8709814610001558,52.81241469788004,1.1519766995855016,1.0,3940.91796875,3958.0,131072,0.0005950927734375,2.4375,1.42822265625,1.7066666666666668,0.009521484375,0.00390625,0,0,8,0,200,40,medusa,0,40,40,46,32768,200,0,8,3,131072,0,0,0,0,16384,0,0,0,0,0,200,0,fixed,0,360,"## Step 1: Understanding the Problem
The problem is that the function `my_function` is modifying the default list argument across calls, which is not allowed in Python. This is because the default argument is evaluated only once when"
debugging,turbo_fast_16,48,32,1.2,1.2,17.0,0.9604107449999901,0.9603791909999018,49.97861618051815,1.090164152630479,1.0,3938.0927734375,3958.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,16,0,480,40,medusa,0,40,40,48,32768,200,0,16,3,131072,0,0,0,0,16384,0,0,0,0,0,480,0,fixed,0,680,"## Step 1: Understanding the Problem
The problem is that the function `my_function` is modifying the default list argument across calls, which is not allowed in Python. This is because the default argument is evaluated only once when the function"
debugging,turbo_fast_24,48,32,1.2,1.263157894736842,25.0,0.9470580400002291,0.9470301530000143,50.68327174540263,1.1055345309141436,1.0,3939.04150390625,3960.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,24,0,722,38,medusa,0,38,38,48,32768,200,0,24,3,131072,0,0,0,0,16384,0,0,0,0,0,722,0,fixed,0,950,"## Step 1: Understanding the Problem
The problem is that the function `my_function` is modifying the default list argument across calls, which is not allowed in Python. This is because the default argument is evaluated only once when the function"
debugging,turbo_fast_32,48,32,1.2,1.263157894736842,33.0,0.9338853240001299,0.933863126000233,51.398173594163175,1.1211284074103038,1.0,3940.07568359375,3960.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,32,0,912,38,medusa,0,38,38,48,32768,200,0,32,3,131072,0,0,0,0,16384,0,0,0,0,0,912,0,fixed,0,1254,"## Step 1: Understanding the Problem
The problem is that the function `my_function` is modifying the default list argument across calls, which is not allowed in Python. This is because the default argument is evaluated only once when the function"
systems_code,medusa_base,48,32,1.2,1.2,64.0,1.1125370830000065,1.1125069419999818,43.14462927434817,1.0,1.0,3944.08740234375,3962.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,63,0,1680,40,medusa,0,40,40,48,32768,240,0,63,4,131072,0,0,0,0,16384,0,0,0,0,0,1680,0,fixed,0,2560,"Here is a concise C++ example that uses std::thread to split work across workers and joins them safely:

```cpp
#include <iostream>
#include <thread>
#include <vector>
#include <mutex>

// Function to perform some work
"
systems_code,turbo_fast_8,43,32,1.075,1.075,9.0,0.8819249140001375,0.8818959549998908,48.75698522333988,1.1300823774218536,1.0,3940.91796875,3958.0,131072,0.00057220458984375,2.34375,1.373291015625,1.7066666666666668,0.0091552734375,0.00390625,0,0,8,0,200,40,medusa,0,40,40,43,32768,200,0,8,3,131072,0,0,0,0,16384,0,0,0,0,0,200,0,fixed,0,360,"Here is a concise C++ example that uses std::thread to split work across workers and joins them safely:

```cpp
#include <iostream>
#include <thread>
#include <vector>
#include <mutex>

// Function"
systems_code,turbo_fast_16,46,32,1.15,1.15,17.0,0.9544135539999843,0.9543909959998018,48.19713614419264,1.117106276141964,1.0,3938.0771484375,3958.0,131072,0.0005950927734375,2.4375,1.42822265625,1.7066666666666668,0.009521484375,0.00390625,0,0,16,0,480,40,medusa,0,40,40,46,32768,200,0,16,3,131072,0,0,0,0,16384,0,0,0,0,0,480,0,fixed,0,680,"Here is a concise C++ example that uses std::thread to split work across workers and joins them safely:

```cpp
#include <iostream>
#include <thread>
#include <vector>
#include <mutex>

// Function to perform some"
systems_code,turbo_fast_24,47,32,1.175,1.175,25.0,1.009224882000126,1.0091799589999937,46.5703936142095,1.079401872202391,1.0,3939.04150390625,3960.0,131072,0.00060272216796875,2.46875,1.446533203125,1.7066666666666668,0.0096435546875,0.00390625,0,0,24,0,760,40,medusa,0,40,40,47,32768,200,0,24,3,131072,0,0,0,0,16384,0,0,0,0,0,760,0,fixed,0,1000,"Here is a concise C++ example that uses std::thread to split work across workers and joins them safely:

```cpp
#include <iostream>
#include <thread>
#include <vector>
#include <mutex>

// Function to perform some work"
systems_code,turbo_fast_32,48,32,1.2,1.2,33.0,1.0136469330000182,1.013609304000056,47.353766323682194,1.0975587719752777,1.0,3940.07568359375,3960.0,131072,0.0006103515625,2.5,1.46484375,1.7066666666666668,0.009765625,0.00390625,0,0,32,0,960,40,medusa,0,40,40,48,32768,200,0,32,3,131072,0,0,0,0,16384,0,0,0,0,0,960,0,fixed,0,1320,"Here is a concise C++ example that uses std::thread to split work across workers and joins them safely:

```cpp
#include <iostream>
#include <thread>
#include <vector>
#include <mutex>

// Function to perform some work
"
long_context_4096t,medusa_base,48,4050,1.2,1.6,64.0,1.7582122839999101,1.7581904980002037,27.300457650540707,1.0,1.0,4223.8447265625,4314.0,131072,0.0312652587890625,128.0625,75.03662109375,1.7066666666666668,0.500244140625,0.00390625,0,0,63,0,1260,30,medusa,0,30,30,48,32768,4258,0,63,4,131072,0,0,0,0,16384,0,0,0,0,0,1260,0,fixed,0,1920,"Here is a compact Python module that implements a benchmark timer, validates inputs, and reports the fastest implementation:
```
import time
import random
import logging

# Set up logging
logging.basicConfig(level=logging.INFO)

class BenchmarkTimer:
   "
long_context_4096t,turbo_fast_8,48,4050,1.2,1.3333333333333333,9.0,1.7348183129997778,1.7347887589999118,27.66860347294832,1.0134849689012566,1.0,4225.78759765625,4310.0,131072,0.0312652587890625,128.0625,75.03662109375,1.7066666666666668,0.500244140625,0.00390625,0,0,8,0,180,36,medusa,0,36,36,48,32768,4218,0,8,3,131072,0,0,0,0,16384,0,0,0,0,0,180,0,fixed,0,324,"Here is a compact Python module that implements a benchmark timer, validates inputs, and reports the fastest implementation:
```
import time
import random
import logging

# Set up logging
logging.basicConfig(level=logging.INFO)

class BenchmarkTimer:
   "
long_context_4096t,turbo_fast_16,48,4050,1.2,1.4545454545454546,17.0,1.7222452519999933,1.7222236429997793,27.870595052742342,1.0208838038358066,1.0,4222.3427734375,4310.0,131072,0.0312652587890625,128.0625,75.03662109375,1.7066666666666668,0.500244140625,0.00390625,0,0,16,0,396,33,medusa,0,33,33,48,32768,4218,0,16,3,131072,0,0,0,0,16384,0,0,0,0,0,396,0,fixed,0,561,"Here is a compact Python module that implements a benchmark timer, validates inputs, and reports the fastest implementation:
```
import time
import random
import logging

# Set up logging
logging.basicConfig(level=logging.INFO)

class BenchmarkTimer:
   "
long_context_4096t,turbo_fast_24,48,4050,1.2,1.4545454545454546,25.0,1.7580673659999775,1.7580240900001627,27.302708035137154,1.0000824302883582,1.0,4222.84326171875,4312.0,131072,0.0312652587890625,128.0625,75.03662109375,1.7066666666666668,0.500244140625,0.00390625,0,0,24,0,627,33,medusa,0,33,33,48,32768,4218,0,24,3,131072,0,0,0,0,16384,0,0,0,0,0,627,0,fixed,0,825,"Here is a compact Python module that implements a benchmark timer, validates inputs, and reports the fastest implementation:
```
import time
import random
import logging

# Set up logging
logging.basicConfig(level=logging.INFO)

class BenchmarkTimer:
   "
long_context_4096t,turbo_fast_32,48,4050,1.2,1.6,33.0,1.654849316000309,1.6548255350003274,29.005662047837493,1.062460652459539,1.0,4223.34375,4312.0,131072,0.0312652587890625,128.0625,75.03662109375,1.7066666666666668,0.500244140625,0.00390625,0,0,32,0,720,30,medusa,0,30,30,48,32768,4218,0,32,3,131072,0,0,0,0,16384,0,0,0,0,0,720,0,fixed,0,990,"Here is a compact Python module that implements a benchmark timer, validates inputs, and reports the fastest implementation:
```
import time
import random
import logging

# Set up logging
logging.basicConfig(level=logging.INFO)

class BenchmarkTimer:
   "
